Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass
356,9,1,-0.303618,51.601823,248.94,0.049319,-0.294801,0.216718,0.883078,91,1589,58.6,37,35.8354,99.6815,M,No
62,17,1,-0.297102,51.58889,47.65,-0.0224,-0.00683,0.087768,0.873293,88,659,51.3,17,35.8413,15.9742,M,Yes
355,9,1,-0.303492,51.601857,248.21,-0.061839,-0.122018,0.307441,0.777574,91,1619,58.7,34,35.8431,43.1902,M,No
533,1,1,-0.303907,51.601733,249.15,0.280228,0.417839,0.175637,1.09684,78,1419,57.8,33,35.8447,0,F,No
425,19,1,-0.294843,51.596698,343.23,-0.009422,0.46371,-0.125892,0.765851,88,1378,52.8,43,35.8475,64.9647,F,No
272,15,1,-0.294675,51.596202,345.76,-0.011347,-0.554434,0.10632,0.711213,86,1543,51.1,49,35.8481,66.5782,M,No
244,15,1,-0.293887,51.595268,309.93,-0.010335,-0.438328,0.10632,0.78053,87,593,48.7,1,35.8507,1.7586,M,No
354,9,1,-0.303373,51.601887,248.62,0.044174,-0.277166,0.283996,0.865443,91,1365,59.1,32,35.8515,130.0909,M,No
353,9,1,-0.303272,51.601912,250.69,0.077644,-0.269419,0.457798,0.837207,91,1966,59.4,27,35.8597,67.3795,M,No
352,9,1,-0.30319,51.601932,252.51,-0.027471,-0.209888,0.267482,0.810805,91,1639,59.4,21,35.8689,58.6324,M,No
336,19,1,-0.29283,51.594732,298.55,0.029785,0.122018,-0.110296,0.916208,88,1237,51.4,11,35.8727,8.3884,F,No
311,19,1,-0.292115,51.59443,66.35,0.008144,0.083894,-0.073191,0.901631,88,600,72.9,0,35.8732,0,F,No
351,9,1,-0.303125,51.601947,257.33,0.115679,-0.253823,0.350459,0.927931,91,1590,59.7,15,35.8767,49.9345,M,No
351,19,1,-0.293132,51.59491,325.1,-0.018194,0.107339,-0.0263,0.875229,87,599,48.1,3,35.8768,0,F,No
149,19,1,-0.296225,51.590818,39.88,-0.101274,0.156167,-0.063405,0.782467,86,639,33,12,35.8807,0,F,No
350,9,1,-0.303078,51.601952,257.95,0.012326,-0.286952,0.337717,0.809786,91,1516,59.8,13,35.8849,16.1565,M,No
328,7,1,-0.29986,51.605418,338.4,0.083019,0.020489,-0.136595,0.973802,87,1172,49.3,36,35.8904,0,F,No
349,9,1,-0.30305,51.601958,247.27,0.003667,-0.231295,0.325076,0.820591,91,1066,59.8,8,35.8941,8.6881,M,No
532,1,1,-0.303768,51.601763,249.81,0.078269,0.300612,0.09368,0.930887,78,1422,57.7,33,35.8961,48.3729,F,No
278,13,1,-0.297405,51.602422,339.08,0.057417,-0.025382,0.24893,0.927013,81,1116,45,39,35.9009,0,F,No
348,9,1,-0.303028,51.601965,249.19,-0.019577,-0.265443,0.263507,0.805912,91,738,59.9,6,35.9024,0,M,No
323,19,1,-0.292368,51.594575,306,0.030885,0,-0.073191,0.927931,87,969,42.7,21,35.9025,17.1051,F,No
237,15,1,-0.293538,51.595068,333.61,0.003256,-0.570133,0.091743,0.71998,87,1699,48.3,22,35.906,51.3646,M,No
347,9,1,-0.303007,51.601972,245.31,-0.001165,-0.294801,0.223547,0.827421,91,606,59.9,6,35.9108,0,M,No
271,15,1,-0.294627,51.59609,346.42,0.168763,-0.628644,0.114169,0.878185,86,1528,50.8,47,35.9164,68.8434,M,No
346,9,1,-0.302973,51.60198,243.35,-0.014777,-0.304587,0.066361,0.834251,91,572,59.7,10,35.9185,0,M,No
345,9,1,-0.302915,51.601993,245.55,-0.02902,-0.285015,0.066361,0.825484,91,595,60,16,35.9276,0,M,No
424,19,1,-0.294795,51.5966,342.27,0.064025,0.427523,-0.036086,0.873293,88,1337,52.6,41,35.9321,67.795,F,No
344,9,1,-0.302837,51.602015,247.78,0.000176,-0.320184,0.047808,0.845973,91,639,60.3,21,35.9354,0,M,No
108,15,1,-0.295783,51.591158,20.56,-0.030627,-0.517329,0.134659,0.708257,82,1693,44.4,27,35.9361,42.6415,M,No
343,9,1,-0.30274,51.60204,250.84,0.042704,-0.387564,-0.021407,0.86738,91,717,60.9,27,35.9437,63.4497,M,No
327,7,1,-0.299805,51.605333,338.89,0.027359,0.020489,-0.177676,0.911315,87,1108,49.1,36,35.9476,0,F,No
531,1,1,-0.303642,51.601792,250.76,0.028458,0.252803,0.096636,0.891845,78,1419,57.5,34,35.9485,48.3729,F,No
342,9,1,-0.302635,51.602065,252.5,-0.062552,-0.317227,0.203058,0.758104,91,780,61.4,29,35.9522,63.4497,M,No
341,9,1,-0.302528,51.602088,251.18,-0.040664,-0.227421,0.24791,0.798063,91,1364,61.8,29,35.9605,63.4497,M,No
232,15,1,-0.293477,51.59501,349.25,-0.019712,-0.516412,0.058512,0.730785,87,803,48.3,1,35.9638,0,M,No
340,9,1,-0.302432,51.602112,250.83,0.069759,-0.252803,0.286952,0.898675,91,1379,62.1,27,35.969,56.9878,M,No
60,3,1,-0.298145,51.58854,71.4,0.125005,-0.000917,0.140571,1.0158,51,1440,38.5,35,35.9723,86.7051,F,Yes
339,9,1,-0.302335,51.60213,250.76,0.09311,-0.34261,0.337717,0.881142,91,1543,62.7,24,35.9782,16.9505,M,No
332,19,1,-0.29273,51.594702,283.03,0.043236,0.155148,-0.082977,0.927931,88,773,47.1,3,35.9808,3.8002,F,No
335,19,1,-0.2928,51.594718,294.27,0.043207,0.141488,-0.069215,0.930887,88,1159,50.5,9,35.9841,21.0312,F,No
338,9,1,-0.302243,51.602148,249.19,0.324263,-0.383588,0.163914,1.156371,91,1117,63.2,22,35.9858,0,M,No
236,15,1,-0.293505,51.595042,334.15,-0.056561,-0.534964,0.032212,0.676045,87,1950,48.3,17,35.9864,46.1187,M,No
245,15,1,-0.2939,51.595277,314.19,-0.002701,-0.466565,0.105403,0.77472,87,598,48.7,1,35.9899,1.7586,M,No
75,2,1,-0.2968,51.589678,23.09,-0.007393,0.450051,0.081957,0.78053,75,1434,56.7,21,35.9921,11.8368,F,No
337,9,1,-0.302148,51.602168,252.86,0.065621,-0.382671,0.091743,0.889908,91,986,63.3,24,35.9951,20.8083,M,No
270,15,1,-0.294585,51.595982,347.11,-0.147896,-0.476351,0.10051,0.598981,86,1973,50.4,45,35.9963,98.1945,M,No
277,13,1,-0.297347,51.602327,339.03,0.025578,-0.089806,0.262589,0.886952,81,1119,45.7,41,36.0013,0,F,No
336,9,1,-0.302042,51.602187,256.53,0.027929,-0.360143,0.16106,0.848828,91,1124,63.3,28,36.0028,20.8083,M,No
530,1,1,-0.303503,51.60182,249.12,0.07214,0.218654,0.109276,0.943527,78,1439,57.2,35,36.0035,48.3729,F,No
326,7,1,-0.299753,51.605248,339.69,0.228908,-0.028236,-0.176656,1.115392,87,1131,49,36,36.006,0,F,No
335,9,1,-0.30192,51.602202,258.41,0.012245,-0.345566,0.202039,0.829358,91,992,63.6,30,36.0113,20.8083,M,No
322,19,1,-0.292287,51.594543,311.09,-0.009366,0.110296,-0.016514,0.883996,87,1498,43.9,23,36.0144,17.1051,F,No
423,19,1,-0.294743,51.596505,341.39,0.130335,0.457798,-0.048726,0.931906,88,1298,52.2,40,36.0172,54.5934,F,No
334,9,1,-0.301808,51.602217,258.66,-0.036359,-0.299694,0.308461,0.761978,91,1434,63.6,29,36.0203,59.438,M,No
333,9,1,-0.301705,51.60223,260.66,-0.041032,-0.304587,0.316208,0.752192,91,1612,63.7,27,36.0281,39.264,M,No
332,9,1,-0.3016,51.602237,259.95,-0.036996,-0.239144,0.32314,0.77472,91,1450,63.9,25,36.0366,0,M,No
107,15,1,-0.295815,51.591098,19.31,0.146295,-0.718451,0.158104,0.778593,82,1781,44.3,26,36.0375,42.6415,M,No
331,9,1,-0.301493,51.60224,256.88,-0.222965,-0.286035,0.275229,0.567686,91,872,64.3,23,36.045,0,M,No
330,9,1,-0.301383,51.602253,259.44,0.002151,-0.362181,0.039042,0.833231,91,824,64.3,26,36.0535,44.8079,M,No
235,15,1,-0.293483,51.595015,326.42,-0.014946,-0.584709,0.064424,0.689704,87,1685,48.4,13,36.0577,56.6762,M,No
529,1,1,-0.303377,51.601848,248.8,0.01399,0.362181,0.153211,0.834251,78,1619,57.2,34,36.061,86.4241,F,No
352,19,1,-0.293137,51.594917,329.03,0.007685,0.10051,-0.037003,0.901631,87,602,47.6,3,36.0624,0,F,No
329,9,1,-0.301252,51.602265,260.53,-0.003333,-0.401223,0.075127,0.808869,91,993,64.2,35,36.0625,44.8079,M,No
325,7,1,-0.299697,51.60516,338.9,0.034103,-0.01366,-0.213761,0.911315,87,1095,48.9,38,36.063,0,F,No
269,15,1,-0.294548,51.595883,347.95,-0.030328,-0.611111,0.051682,0.650663,86,1849,50.3,42,36.0704,113.8845,M,No
328,9,1,-0.301105,51.602275,259.89,-0.032449,-0.312334,0.263507,0.776657,91,1149,64.2,36,36.071,44.8079,M,No
61,17,1,-0.29715,51.588858,58.52,0.051309,-0.239144,-0.050765,0.92212,88,708,51.4,17,36.0726,15.9742,M,Yes
312,19,1,-0.292107,51.59441,66.35,0.014249,0.087768,-0.073191,0.907441,88,602,64.4,0,36.078,0,F,No
327,9,1,-0.300953,51.602288,257.08,-0.027145,-0.216718,0.259633,0.811825,91,1156,64.2,34,36.0795,0,M,No
133,16,1,-0.295827,51.591012,15.89,-0.146562,0.147401,0.079001,0.736595,87,1474,46.5,20,36.0805,0,F,No
334,19,1,-0.292778,51.594702,285.67,0.005555,0.182467,-0.149337,0.877166,88,1091,49.2,8,36.0853,18.363,F,No
326,9,1,-0.300803,51.60231,256.97,0.024563,-0.270336,0.321101,0.834251,91,1156,64.1,34,36.088,0,M,No
276,13,1,-0.297285,51.602225,340.1,-0.007632,-0.037003,0.183486,0.87421,81,891,46.5,43,36.0932,0,F,No
325,9,1,-0.300658,51.602328,257.29,-0.262004,-0.432416,0.278186,0.429052,91,1086,64.1,34,36.0957,0,M,No
21,3,1,-0.299078,51.588955,355.8,-0.011726,-0.004791,0.043833,0.886952,48,600,48.1,0,36.1019,0,F,Yes
422,19,1,-0.294697,51.596418,342.76,0.072809,0.455861,0.067278,0.8684,87,1671,51.9,38,36.1027,23.8921,F,No
324,9,1,-0.300512,51.602348,257.79,0.046224,-0.33476,0.294801,0.845973,91,1059,63.8,35,36.105,28.4185,M,No
27,1,1,-0.299282,51.588807,179,-0.016324,-0.097554,0.024363,0.878185,56,751,33.5,0,36.1058,0,F,No
528,1,1,-0.303257,51.601875,247.23,0.074573,0.369929,0.125892,0.900612,78,1725,57,30,36.1106,80.0418,F,No
323,9,1,-0.300352,51.60237,259.22,-0.040324,-0.388481,0.347503,0.705403,91,1102,63.6,36,36.1135,28.4185,M,No
148,19,1,-0.296277,51.590805,33.67,-0.075657,0.210805,-0.032212,0.799083,86,684,32.3,13,36.1154,0,F,No
233,15,1,-0.293477,51.59501,349.25,0.024434,-0.623751,0.08002,0.708257,87,1253,48.3,3,36.1185,5.7562,M,No
324,7,1,-0.299638,51.605067,337.86,-0.116931,-0.056575,-0.126911,0.771764,87,1134,48.7,39,36.1209,0,F,No
322,9,1,-0.300197,51.602388,256.68,0.028871,-0.306524,0.295719,0.836188,90,1236,63.3,37,36.1212,28.4185,M,No
321,19,1,-0.29222,51.594512,314.28,0.024231,0.11998,-0.114169,0.910397,88,1482,46.1,23,36.1247,43.039,F,No
321,9,1,-0.30004,51.602415,255.23,0.017747,-0.256677,0.364118,0.814679,90,1597,62.9,36,36.1296,45.6817,M,No
246,15,1,-0.293912,51.595282,314.19,-0.002264,-0.464628,0.131702,0.772681,87,601,48.8,2,36.13,3.5317,M,No
59,3,1,-0.298265,51.588512,72.75,0.177077,-0.066361,0.146381,1.065647,51,1764,38.5,35,36.1369,86.7051,F,Yes
320,9,1,-0.299895,51.602442,253.04,-0.143147,-0.186442,0.325076,0.670234,90,1575,62.6,34,36.1382,46.4144,M,No
268,15,1,-0.294517,51.595785,351.32,0.035868,-0.685321,0.01947,0.676045,86,1724,50.5,38,36.1461,102.2075,M,No
234,15,1,-0.293477,51.595012,349.25,0.005788,-0.445158,0.066361,0.799083,87,766,48.3,8,36.1462,2.5513,M,No
319,9,1,-0.299755,51.602468,252.5,-0.01838,-0.209888,0.292864,0.812742,90,1459,62.4,32,36.1467,66.416,M,No
318,9,1,-0.299643,51.60249,251.65,-0.050464,-0.253823,0.40316,0.720999,90,1373,62.1,30,36.1552,44.7344,M,No
106,15,1,-0.29584,51.591045,19.11,-0.009197,-0.629664,0.128848,0.653619,82,1719,44.2,22,36.1603,61.479,M,No
317,9,1,-0.299533,51.602513,252.98,0.057927,-0.373904,0.447095,0.782467,90,1306,61.9,27,36.1639,0,M,No
527,1,1,-0.303162,51.601902,247.6,0.04959,0.393374,0.164934,0.858614,78,1610,57,25,36.1699,16.7184,F,No
25,23,1,-0.299098,51.58871,183.88,-0.095467,0.545668,0.030173,0.620387,87,1560,19.3,18,36.1702,28.1738,F,No
316,9,1,-0.299425,51.602535,250.84,-0.231857,-0.151274,0.364118,0.55892,90,1182,61.6,27,36.1723,0,M,No
333,19,1,-0.292757,51.594697,277.95,0.011639,0.1737,-0.120999,0.888889,88,990,47.9,5,36.1745,3.8002,F,No
323,7,1,-0.299575,51.60497,336.64,0.065068,0.023344,-0.131702,0.956269,87,1227,48.5,40,36.1798,0,F,No
315,9,1,-0.299322,51.602558,249.15,0.130572,-0.189297,0.324057,0.966055,90,1256,61.3,27,36.1809,0,M,No
421,19,1,-0.294657,51.596335,344.11,0.04047,0.443221,-0.040979,0.840061,87,1613,51.7,36,36.1872,65.5148,F,No
314,9,1,-0.299227,51.60258,247.79,0.033693,-0.366055,0.293782,0.820591,90,1140,61,28,36.1895,22.7421,M,No
275,13,1,-0.297223,51.602118,340.26,0.101603,-0.067278,0.201019,0.980632,81,960,47.4,46,36.1941,0,F,No
313,9,1,-0.299118,51.602605,250.2,-0.107676,-0.286952,0.263507,0.702446,90,1229,60.5,31,36.1978,22.7421,M,No
312,9,1,-0.29901,51.602632,250.01,0.031084,-0.325076,0.325076,0.822528,90,1362,60.1,32,36.2064,22.7421,M,No
267,15,1,-0.2945,51.595702,358.2,0.060815,-0.674516,-0.081957,0.714169,86,1669,50.6,34,36.2132,102.2075,M,No
311,9,1,-0.298912,51.602655,248.44,-0.036002,-0.136595,0.33476,0.793272,90,1417,59.7,32,36.2152,44.6376,M,No
526,1,1,-0.303073,51.601928,247.35,0.139873,0.397248,0.136595,0.959225,78,1290,57,23,36.2207,0,F,No
310,9,1,-0.298812,51.602678,251.55,0.036679,-0.263507,0.424669,0.807849,90,1394,59.5,30,36.2234,44.5455,M,No
309,9,1,-0.298715,51.602697,249.93,0.018659,-0.219572,0.46371,0.779613,90,1389,59.1,27,36.2328,45.5494,M,No
19,14,1,-0.298898,51.588392,58.73,0.111448,-0.080938,0.509582,0.883996,42,1553,53.8,18,36.2334,26.9732,F,No
74,2,1,-0.296835,51.589628,21.39,0.084243,0.627727,0.206932,0.759021,75,1509,56.8,20,36.2365,11.8368,F,No
322,7,1,-0.299508,51.604872,336.15,-0.035702,-0.028236,-0.08685,0.859633,87,1214,48,42,36.2383,0,F,No
320,19,1,-0.292168,51.594478,318.54,-0.000991,0.1737,-0.160041,0.870336,88,1567,46.5,21,36.2387,38.2581,F,No
308,9,1,-0.298625,51.602715,250.35,0.107332,-0.32895,0.471458,0.845973,89,1338,58.7,26,36.2405,73.414,M,No
353,19,1,-0.293143,51.594925,330.07,-0.003847,0.047808,-0.041896,0.893782,87,597,47.1,3,36.2437,0,F,No
307,9,1,-0.29854,51.602735,248.57,0.090149,-0.294801,0.47737,0.834251,89,1616,58.5,24,36.2499,13.9188,M,No
306,9,1,-0.298462,51.602755,245.99,-0.027732,-0.061468,0.354332,0.802956,89,1484,58.4,21,36.2578,0,M,No
305,9,1,-0.298388,51.602777,246.75,0.534902,-0.332824,0.530071,1.300917,89,944,58.3,20,36.2663,0,M,No
247,15,1,-0.293913,51.595283,314.19,-0.011848,-0.435372,0.104383,0.78053,87,600,48.8,0,36.2672,3.5317,M,No
105,15,1,-0.295862,51.591005,16.33,-0.008219,-0.620897,0.171764,0.653619,82,1657,44.2,18,36.2728,41.9966,M,No
420,19,1,-0.294622,51.596255,345.44,0.042684,0.424669,0.014577,0.851784,87,1570,51.4,34,36.2739,47.0537,F,No
304,9,1,-0.298303,51.602803,245.08,-0.050477,-0.17472,0.259633,0.796126,89,751,58.2,22,36.2748,0,M,No
525,1,1,-0.30298,51.601953,247.15,0.043187,0.252803,0.102446,0.906524,78,872,56.8,24,36.2798,0,F,No
313,19,1,-0.292107,51.594412,66.35,0.004772,0.08002,-0.055556,0.899694,88,603,63,0,36.2831,0,F,No
303,9,1,-0.298218,51.60283,247.91,0.160803,-0.451988,0.339653,0.913354,89,985,58.2,24,36.2841,50.305,M,No
274,13,1,-0.297162,51.602007,340.94,-0.01001,-0.046789,0.229358,0.86157,81,986,47.5,47,36.2868,0,F,No
302,9,1,-0.298125,51.602858,247.16,0.124759,-0.411927,0.308461,0.899694,89,1066,58.1,26,36.2921,50.305,M,No
266,15,1,-0.294495,51.595632,0.4,0.004028,-0.576962,-0.021407,0.720999,87,1693,50.4,29,36.2962,53.602,M,No
321,7,1,-0.299438,51.604775,335.75,-0.002296,0.033129,-0.117125,0.889908,87,1292,47.6,42,36.2968,0,F,No
60,17,1,-0.297205,51.588838,64.15,0.074043,-0.125892,-0.021407,0.966055,88,825,51.4,19,36.3,15.9742,M,Yes
301,9,1,-0.298035,51.602885,247.93,-0.052447,-0.181549,0.384608,0.746381,89,1561,57.9,26,36.3006,50.305,M,No
58,3,1,-0.298378,51.58849,70.39,0.044391,0.10051,0.316208,0.889908,51,2151,38.5,33,36.3092,81.8526,F,Yes
300,9,1,-0.297957,51.602913,244.47,-0.053679,-0.162997,0.485117,0.695617,89,1671,58.1,24,36.3093,72.8945,M,No
299,9,1,-0.297895,51.602937,259.42,-0.031776,-0.200102,0.579817,0.648726,89,1669,58.1,19,36.318,33.2546,M,No
298,9,1,-0.297848,51.60295,282,-0.024502,-0.201019,0.500816,0.712232,89,1769,58.4,15,36.3266,25.8396,M,No
147,19,1,-0.296327,51.590778,27.33,0.003252,0.10051,-0.065341,0.895719,86,742,31.6,16,36.3324,14.117,F,No
524,1,1,-0.302872,51.601982,246.15,0.022934,0.133741,0.094597,0.909378,78,851,56.7,29,36.3341,0,F,No
297,9,1,-0.297807,51.60295,304.44,-0.050298,-0.327931,0.528135,0.617533,89,1472,58.5,12,36.3351,0,M,No
296,9,1,-0.297763,51.602933,327.14,0.118374,-0.480224,0.433435,0.811825,89,575,58.6,12,36.3445,0,M,No
132,16,1,-0.295848,51.590963,14.6,0.265918,0.253823,0.00581,1.139755,87,1370,46.7,20,36.347,15.8554,F,No
319,19,1,-0.292133,51.59446,329.08,0.060325,0.230377,-0.199083,0.915291,88,1530,50.3,18,36.3499,44.7968,F,No
295,9,1,-0.297727,51.6029,332.64,-0.175074,-0.073191,0.151274,0.707339,89,610,58.7,14,36.3525,0,M,No
320,7,1,-0.299367,51.604677,334.12,0.154183,-0.007747,-0.104383,1.049032,88,1273,47.2,42,36.3548,0,F,No
419,19,1,-0.294592,51.596177,344.94,-0.047513,0.449032,-0.011621,0.739552,87,1489,50.9,32,36.3588,62.1172,F,No
294,9,1,-0.297692,51.602862,336.14,-0.00637,-0.16789,0.156167,0.866463,89,701,58.9,21,36.361,0,M,No
265,15,1,-0.294483,51.595567,352.48,0.086398,-0.569113,0.240061,0.793272,87,1851,50.3,26,36.3645,101.0948,M,No
293,9,1,-0.29764,51.60279,336.17,-0.036463,-0.224465,0.144444,0.825484,89,843,59.1,28,36.3697,0,M,No
292,9,1,-0.29758,51.602708,335.19,0.017385,-0.283078,0.135678,0.86738,89,949,59.3,33,36.3781,0,M,No
27,22,1,-0.298758,51.588372,81.68,-0.012623,0.33476,0.347503,0.76106,91,1618,-16.1,17,36.3818,36.0569,F,No
273,13,1,-0.2971,51.601892,341.38,-0.000993,0.075127,0.132722,0.886952,81,1005,47.8,48,36.3862,0,F,No
523,1,1,-0.302752,51.602017,248.91,0.009863,0.188379,0.158104,0.879103,78,958,56.8,33,36.3865,69.3542,F,No
104,15,1,-0.295875,51.59097,14.32,-0.04004,-0.543731,0.135678,0.679001,82,1232,44.1,14,36.3868,0,M,No
291,9,1,-0.297513,51.602618,336.62,-0.007647,-0.195209,0.238124,0.843017,90,1156,59.6,40,36.3876,30.7671,M,No
290,9,1,-0.297445,51.60252,337.29,-0.017981,-0.206932,0.319164,0.804995,90,1235,59.8,43,36.3954,30.7671,M,No
289,9,1,-0.297377,51.602418,338.06,0.177252,-0.324057,0.400204,0.958206,90,1297,60.1,44,36.4043,30.7671,M,No
288,9,1,-0.297313,51.602318,339.49,0.135127,-0.271356,0.518349,0.872273,90,1469,60.6,43,36.4127,0,M,No
319,7,1,-0.299293,51.604582,332.27,0.059618,-0.062385,-0.016514,0.957288,88,1235,47,43,36.4149,0,F,No
6,19,1,-0.299427,51.588837,3,0.000561,0.053619,-0.014577,0.898675,81,1267,-4.6,11,36.4187,7.7537,F,No
248,15,1,-0.293918,51.595287,314.19,-0.000031,-0.491947,0.104383,0.763914,87,603,48.9,0,36.4209,3.5317,M,No
354,19,1,-0.293153,51.594923,330.07,0.005448,0.000917,-0.055556,0.903568,87,599,46.5,0,36.4213,0,F,No
287,9,1,-0.297253,51.602218,340.41,-0.082074,-0.161978,0.378695,0.71998,90,1303,61.2,43,36.4221,0,M,No
286,9,1,-0.297195,51.602117,341.06,-0.066752,-0.188379,0.407034,0.718043,90,1304,61.6,43,36.4301,0,M,No
285,9,1,-0.297138,51.602012,341.59,-0.113071,-0.138532,0.392457,0.682875,90,1359,61.9,43,36.4386,0,M,No
522,1,1,-0.302617,51.602052,250.02,0.028947,0.203058,0.159123,0.895719,78,1027,56.6,35,36.4414,69.3542,F,No
418,19,1,-0.294565,51.596108,345.81,-0.002144,0.468603,0.010703,0.78053,87,1500,50.6,30,36.4468,63.217,F,No
284,9,1,-0.297082,51.601905,341.75,-0.022591,-0.226402,0.371865,0.77472,90,1280,62.4,44,36.448,31.5717,M,No
264,15,1,-0.294457,51.59551,343.52,0.016266,-0.587666,0.206932,0.702446,87,2085,50.1,20,36.4501,54.3178,M,No
283,9,1,-0.297025,51.601797,342.65,-0.036772,-0.206932,0.382671,0.759021,90,1304,62.7,45,36.4558,31.5717,M,No
22,3,1,-0.299078,51.588955,195.9,0.012087,-0.00683,0.051682,0.910397,48,604,48.1,0,36.4583,0,F,Yes
282,9,1,-0.29697,51.601687,342.81,-0.024414,-0.18736,0.417839,0.76106,91,1474,62.8,45,36.4646,31.5717,M,No
318,19,1,-0.292107,51.594437,346.6,0.015969,0.197146,-0.034149,0.895719,88,1701,53.1,14,36.4655,22.5296,F,No
318,7,1,-0.299215,51.604485,330.13,0.113593,0.000917,-0.117125,1.007034,88,1357,46.8,45,36.4732,0,F,No
281,9,1,-0.296917,51.601583,341.38,-0.116272,-0.16789,0.427523,0.654638,91,1436,63,44,36.4734,62.7746,M,No
57,3,1,-0.29846,51.588472,69.59,0.03074,0.021407,0.348522,0.869419,51,1962,38.5,25,36.4741,47.9574,F,Yes
272,13,1,-0.297037,51.601775,341.57,0.004075,-0.043833,0.274312,0.864526,81,1051,48.7,49,36.4804,0,F,No
280,9,1,-0.296863,51.601485,340.86,0.143803,-0.273293,0.527115,0.877166,91,1405,63.2,42,36.4819,32.0924,M,No
314,19,1,-0.2921,51.594412,83.47,0.00272,0.153211,-0.037003,0.889908,88,1069,61.6,0,36.4851,0,F,No
279,9,1,-0.296812,51.601387,341.55,-0.006088,-0.192253,0.352396,0.808869,91,1209,63.9,41,36.4905,0,M,No
103,15,1,-0.295888,51.590938,14.16,-0.082172,-0.543731,0.131702,0.627217,82,979,44.1,13,36.4992,18.1929,M,No
278,9,1,-0.296762,51.601287,342.49,0.085416,-0.289908,0.325076,0.893782,91,1218,64.3,42,36.4994,0,M,No
521,1,1,-0.302482,51.602085,250.79,-0.086108,0.275229,0.075127,0.76789,78,1037,56.6,36,36.4995,69.3542,F,No
59,17,1,-0.297278,51.588817,67.59,0.067336,-0.172783,0.032212,0.952396,88,1080,51.5,20,36.5073,15.9742,M,Yes
277,9,1,-0.29671,51.601185,342.66,0.052855,-0.263507,0.288889,0.877166,91,1238,64.3,42,36.508,0,M,No
28,1,1,-0.299282,51.588808,179,0.004644,-0.105403,-0.01264,0.898675,56,749,33.5,0,36.5095,0,F,No
276,9,1,-0.296658,51.601082,342.25,0.092749,-0.361162,0.287971,0.889908,91,1264,64.3,43,36.5168,0,M,No
275,9,1,-0.296607,51.600975,342.17,-0.135469,-0.18736,0.244954,0.707339,91,1287,64.4,44,36.5253,0,M,No
263,15,1,-0.294425,51.595468,328.73,0.044132,-0.587666,0.245974,0.726809,87,1829,50,14,36.5261,30.0162,M,No
317,7,1,-0.299128,51.604388,328.93,0.1072,-0.075127,-0.081957,1.001223,88,1409,46.5,45,36.5333,0,F,No
417,19,1,-0.29454,51.596045,345.29,0.008976,0.462691,-0.014577,0.796126,87,1857,50.3,27,36.5347,56.4836,F,No
274,9,1,-0.296552,51.600867,342.98,0.026336,-0.303568,0.289908,0.836188,91,1328,64.4,45,36.5347,66.9215,M,No
273,9,1,-0.296502,51.600755,343.38,0.052892,-0.221611,0.319164,0.878185,91,1349,64.4,46,36.5428,66.9215,M,No
272,9,1,-0.296448,51.600642,343.4,-0.030424,-0.217635,0.315291,0.790316,91,1387,64.3,47,36.5522,66.9215,M,No
249,15,1,-0.293918,51.595288,314.19,-0.000323,-0.456881,0.11315,0.781549,87,598,48.8,0,36.5571,0,M,No
520,1,1,-0.302345,51.602118,251.87,0.09369,0.32895,0.149337,0.931906,78,1164,56.4,34,36.5595,59.0105,F,No
271,9,1,-0.296397,51.600528,343.91,-0.065962,-0.227421,0.388481,0.718043,91,1538,64.2,48,36.5603,63.9715,M,No
270,9,1,-0.29635,51.60042,344.36,-0.130848,-0.201019,0.442202,0.620387,91,1428,64.3,46,36.5688,96.0357,M,No
73,2,1,-0.296865,51.589572,23.18,0.0392,0.607136,0.1737,0.724873,74,1436,56.4,19,36.5704,26.5463,F,No
269,9,1,-0.296305,51.600315,344.38,-0.120281,-0.191335,0.443221,0.635066,91,1449,64,44,36.5775,65.5429,M,No
317,19,1,-0.2921,51.594422,11.96,0.012798,0.205912,0.092661,0.886952,88,1446,54.3,10,36.5793,19.8845,F,No
271,13,1,-0.296973,51.601658,340.91,0.050056,0.01264,0.243017,0.921101,81,1046,49.3,49,36.58,0,F,No
268,9,1,-0.29626,51.600215,343.75,0.167092,-0.365036,0.509582,0.883996,92,1328,63.7,41,36.587,60.0395,M,No
316,7,1,-0.299035,51.604295,326.73,-0.11338,0.009684,-0.081957,0.782467,88,1428,46.2,45,36.5926,0,F,No
267,9,1,-0.296217,51.60012,343.93,0.012073,-0.250866,0.438328,0.776657,92,1269,63.4,39,36.5957,0,M,No
355,19,1,-0.293157,51.59492,330.07,-0.005314,0.098573,-0.070234,0.886952,87,599,46.3,0,36.5964,0,F,No
262,15,1,-0.294393,51.595442,321.95,0.03345,-0.574006,0.181549,0.739552,87,1498,49.8,9,36.5968,0,M,No
146,19,1,-0.29637,51.590735,23.74,0.039328,0.165953,-0.220591,0.901631,86,1006,30.9,18,36.6023,14.117,F,No
266,9,1,-0.296175,51.600028,344.1,-0.006295,-0.241081,0.460754,0.746381,92,1250,63,37,36.6035,0,M,No
102,15,1,-0.295902,51.590902,14.01,0.011601,-0.54475,0.079001,0.748318,81,723,44.8,15,36.6056,18.1929,M,No
